Intel Core 2 Duo E6405
Intel Core 2 Quad Q9550
Intel Xeon E3113
Intel Xeon X3323
Intel Core 2 Extreme QX9650
Intel Xeon X3350
Intel Celeron 445
Intel Xeon E5410
Intel Xeon X3320
Intel Xeon E7340
Intel Xeon X3353
Intel Core 2 Extreme X9000
Intel Xeon L5320
Intel Core 2 Quad Q9450
Intel Core 2 Duo E6305
Intel Xeon E5-2450
Intel Xeon E5-2640
Intel Pentium G2020
Intel Xeon E5-2620
Intel Xeon E5-2603
Intel Xeon E5-2407
Intel Xeon E5-2690
Intel Xeon E5-2680
Intel Xeon E5-2643
Intel Pentium 1403
Intel Xeon E5-2670
Intel Xeon E5-4620
Intel Xeon E5-2630
Intel Xeon E5-4607
Intel Xeon E5-4640
Intel Celeron G1610
Intel Pentium Extreme Edition 965
Intel Xeon
Dual-Core Intel Itanium 2 9050
Intel Core 2 Extreme X6800
Intel Core Duo T2500
Intel Xeon E5-2670 v3
Intel Core i5-6500T
Intel Xeon E3-1235L v5
Intel Core i5-6400
Intel Xeon E5-2643 v3
Intel Xeon E5-2630L v3
Intel Xeon E5-2690 v3
Intel Xeon E3-1271 v3
Intel Xeon E5-2699 v3
Intel Pentium G4400
Intel Core i7-6700T
Intel Xeon E3-1230 v5
Intel Xeon E3-1280 v5
Intel Core i5-6600
Intel Core i5-6600T
Intel Core i7-6700
Intel Xeon E3-1231 v3
Intel Xeon E3-1220 v5
Intel Core i5-6400T
Intel Core i7-6700K
Intel Xeon E3-1270 v5
Intel Xeon E5-2648L v3
Intel Xeon E3-1230L v3
Intel Xeon E5-2658 v3
Intel Core i5-6600K
Intel Xeon E5-2697 v3
Intel Core i3-6100TE
Intel Xeon E5-2660 v3
Intel Xeon E5-2603 v3
Intel Xeon E5-2650 v3
Intel Core i3-6100
Intel Xeon E5-2683 v3
Intel Xeon E5-2680 v3
Intel Core i5-6500
Intel Xeon E5-2650L v3
Intel Xeon E5-2658A v3
Intel Core i5-4300M
Intel Xeon E3-1240L v3
Intel Core i5-4340M
Intel Xeon E5-2628L v3
Intel Xeon E5-2637 v3
Intel Xeon E5-2667 v3
Intel Xeon E5-2698 v3
Intel Xeon E3-1240 v5
Intel Xeon E5-2618L v3
Intel Xeon E3-1280 v3
Intel Core i7-5775C
Intel Xeon E3-1220 v3
Intel Xeon X5470
Intel Core 2 Duo T9600
Intel Xeon E3120
Intel Xeon 3065
Intel Xeon E7210
Intel Core Duo T2700
Intel Xeon X3370
Intel Xeon X5270
Intel Xeon E7330
Intel Xeon X7460
Intel Core 2 Duo T7800
Intel Xeon X5472
Intel Xeon E7-8891 v2
Intel Xeon E5-2450 v2
Intel Xeon E5-2697 v2
Intel Xeon E5-2420 v2
Intel Xeon E5-2430L v2
Intel Xeon E5-2650 v2
Intel Xeon E5-2403 v2
Intel Xeon E5-2470 v2
Intel Xeon E5-2430 v2
Intel Xeon E5-2620 v2
Intel Celeron G1820
Intel Xeon E5-2670 v2
Intel Pentium 1403 v2
Intel Xeon E5-2690 v2
Intel Xeon E5-2440 v2
Intel Xeon E5-2407 v2
Intel Xeon E5-2450L v2
Intel Xeon E5-2695 v2
Intel Xeon E5-2650L v2
Intel Xeon E5-2660 v2
Intel Xeon E5-1410 v2
Intel Xeon E5-2609 v2
Intel Xeon E5-1650 v2
Intel Xeon E7-2880 v2
Intel Xeon E7-2890 v2
Intel Xeon E5-4627 v2
Intel Xeon E5-2450L
Intel Xeon E5-2637 v2
Intel Xeon E5-2630L v2
Intel Xeon E5-2630 v2
Intel Xeon E3-1270 v3
Intel Xeon E7-2870 v2
Intel Xeon E3-1240 v3
Intel Xeon E5-2603 v2
Intel Xeon E7-8857 v2
Intel Xeon E5-2640 v2
Intel Xeon E7-4890 v2
Intel Xeon E7-8880L v2
Intel Xeon E7-8893 v2
Intel Xeon E7-4870 v2
Intel Xeon E5-2680 v2
Intel Xeon E7-4860 v2
Intel Xeon E5-2667 v2
Intel Xeon E7-4880 v2
Intel Core i7-4702HQ
Intel Xeon E5-4660 v3
Intel Xeon E7-8860 v3
Intel Xeon E3-1285 v3
Intel Xeon E5-4627 v3
Intel Xeon E7-8880L v3
Intel Xeon E5-2628L v2
Intel Xeon E5-2630 v3
Intel Xeon E7-4850 v3
Intel Xeon E5-2620 v3
Intel Xeon E5-2608L v3
Intel Xeon E5-4620 v3
Intel Xeon E5-2623 v3
Intel Xeon E5-2609 v3
Intel Xeon E5-4650 v3
Intel Xeon E5-1620 v3
Intel Xeon E5-4655 v3
Intel Xeon E5-2695 v3
Intel Xeon E7-4809 v3
Intel Xeon E7-8880 v3
Intel Xeon E7-4830 v3
Intel Xeon E5-4610 v3
Intel Xeon E5-2640 v3
Intel Xeon E5-2685 v3
Intel Xeon E7-8893 v3
Intel Xeon E3-1286L v3
Intel Xeon E3-1286 v3
Intel Xeon E5-4669 v3
Intel Xeon E7-8867 v3
Intel Xeon E7-4820 v3
Intel Xeon E5-4667 v3
Intel Xeon E7-8891 v3
Intel Xeon E5-4640 v3
Intel Xeon E7-4830 v2
Intel Xeon E5-2650L
Intel Xeon E5-2667
Intel Xeon E5-2650
Intel Xeon E5-1660
Intel Xeon E5-2660
Intel Core i3-2120T
Intel Xeon E5-2637
Intel Xeon E5-2665
Intel Xeon E5-2609
Intel Pentium G840
Intel Pentium G630
Intel Core i3-2130
Intel Xeon E5-1620
Intel Pentium G850
Intel Xeon E5-2630L
Intel Xeon E5-1650
Intel Xeon E5-2687W
Intel Xeon W5580
Intel Xeon W3503
Intel Core 2 Duo E7200
Intel Pentium E5200
Intel Core 2 Duo E8600
Intel Core 2 Quad Q9650
Intel Core i7-975
Intel Xeon E7430
Intel Core 2 Quad Q8200
Intel Core 2 Duo T9900
Intel Xeon E7450
Intel Core i7-950
Intel Xeon E5462
Intel Xeon W3520
Intel Core 2 Quad Q8400
Intel Core 2 Quad Q8300
Intel Xeon W3570
Intel Core 2 Quad Q9400
Intel Xeon X3380
Intel Xeon W3540
Intel Core 2 Duo E8200
Intel Xeon W3505
Intel Core 2 Duo E7600
Intel Core 2 Duo E7300
Intel Xeon E7458
Intel Core 2 Duo E7400
Intel Celeron G540
Intel Xeon E3-1225
Intel Core i7-3960X Extreme Edition
Intel Pentium G860
Intel Core i7-990X Extreme Edition
Intel Core i7-2700K
Intel Celeron G530
Intel Core i7-860
Intel Core i7-870
Intel Core i7-975 Extreme Edition
Intel Core i5-670
Intel Pentium G620T
Intel Core i5-680
Intel Core i7-880
Intel Core i7-930
Intel Core i5-660
Intel Core i7-960
Intel Core i7-870S
Intel Celeron G530T
Intel Core i5-661
Intel Core i5-650
Intel Core i7-965 Extreme Edition
Intel Xeon E7310
Intel Xeon L5215
Intel Xeon E7440
Intel Core 2 Duo T9400
Intel Xeon E7420
Intel Xeon X3330
Intel Xeon E5320
Intel Core 2 Duo E6600
Intel Xeon 5160
Intel Xeon 7150N
Intel Xeon 7120N
Intel Xeon 5130
Dual-Core Intel Itanium 2 9040
Intel Xeon X3210
Intel Xeon 7130N
Intel Pentium D 920
Intel Core 2 Duo T7600
Intel Pentium D 930
Intel Xeon E5335
Intel Xeon 5110
Intel Xeon 5140
Intel Core 2 Duo E4300
Intel Pentium D 940
Intel Xeon X3220
Intel Xeon 7140N
Intel Pentium D 960
Intel Pentium D 805
Intel Xeon 7110N
Intel Xeon 5150
Dual-Core Intel Itanium 2 9020
Intel Pentium D 950
Intel Core 2 Duo E6300
Intel Xeon E5345
Intel Xeon 5120
Intel Core 2 Duo E6700
Intel Xeon E5310
Intel Core 2 Duo E6400
Dual-Core Intel Itanium 2 9015
Intel Pentium M 750
Intel Core 2 Quad Q6700
Intel Xeon 5148
Intel Celeron 440
Intel Core Duo T2600
Intel Core 2 Extreme X7900
Intel Core 2 Quad Q6600
Intel Core 2 Duo T7100
Intel Xeon 7130M
Intel Core 2 Duo E6850
Intel Xeon X5365
Intel Xeon 3040
Intel Core 2 Duo T7700
Intel Core 2 Duo X7800
Intel Core Duo T2400
Intel Core 2 Duo E6750
Intel Xeon 7140M
Intel Core 2 Extreme QX6800
Intel Core i7-940XM
Intel Xeon E5-2430
Intel Xeon E5-4650
Intel Xeon E5-4603
Intel Xeon E3-1280 v2
Intel Xeon E5-2658
Intel Xeon E5-2403
Intel Xeon E5-2470
Intel Xeon E3-1270 v2
Intel Xeon W3580
Intel Pentium E5300
Intel Xeon L3110
Intel Xeon W3550
Intel Xeon L3360
Intel Xeon E5-2648L
Intel Xeon E3-1220 v2
Intel Xeon E5-4617
Intel Xeon E5-2440
Intel Xeon E5-4610
Intel Xeon E3-1230 v2
Intel Xeon E5-4650L
Intel Xeon E3-1265L v2
Intel Xeon E3-1240 v2
Intel Xeon E3-1220L v2
Intel Pentium 1407
Intel Xeon E5-1410
Intel Celeron G550
Intel Xeon E5-1603
Intel Xeon E5-2430L
Intel Xeon E5-2420
Intel Xeon E5-1607
Intel Core i7-3770
Intel Pentium G640
Intel Xeon E5-1603 v3
Intel Xeon E7-8870 v3
Intel Xeon E5-1630 v3
Intel Xeon E3-1226 v3
Intel Xeon E5-1660 v3
Intel Xeon E3-1245 v3
Intel Xeon E5-1650 v3
Intel Xeon E5-2687W v3
Intel Xeon E5-1607 v3
Intel Xeon E5-1680 v3
Intel Core 2 Duo P8400
Intel Core i7-980X
Intel Core i5-750
Intel Core i7-920
Intel Core 2 Extreme QX9770
Intel Xeon E7-8870
Intel Core i5-3570K
Intel Core i3-3220
Intel Core i5-2320
Intel Xeon E5-2428L
Intel Core i5-3470S
Intel Xeon E5-2448L
Intel Core i7-3770K
Intel Core i5-3450
Intel Xeon E5-2418L
Intel Core i5-3470T
Intel Core i7-3770S
Intel Core i5-3570
Intel Xeon X5698
Intel Core i7-3770T
Intel Core i5-3570T
Intel Core i5-3570S
Intel Xeon E5-4610 v2
Intel Pentium G3240
Intel Xeon E7-4809 v2
Intel Core i3-4370
Intel Pentium G3450
Intel Xeon E7-2850 v2
Intel Xeon E5-2658 v2
Intel Xeon E7-4850 v2
Intel Xeon E5-2618L v2
Intel Xeon E3-1241 v3
Intel Xeon E5-4603 v2
Intel Core i7-4960X
Intel Xeon E7-4820 v2
Intel Xeon E3-1285L v3
Intel Xeon E5-4650 v2
Intel Core i3-4020Y
Intel Xeon E5-4620 v2
Intel Pentium G3460
Intel Core i7-4650U
Intel Xeon E3-1275L v3
Intel Xeon E5-4640 v2
Intel Celeron G1840
Intel Xeon E5-2648L v2
Intel Core i5-4300U
Intel Core i3-4160
Intel Xeon E3-1281 v3
Intel Core i3-4350
Intel Xeon E5-2643 v2
Intel Core i3-4150
Intel Core i3-4150T
Intel Xeon E5-4607 v2
Intel Xeon E5-2652 v3
Intel Pentium G3420
Intel Core 2 Extreme QX9300
Intel Core i7-940
Intel Xeon X5492
Intel Xeon L7455
Intel Xeon L7445
Intel Xeon W3680
Intel Xeon L5518
Intel Xeon E5-4657L v2
Intel Pentium G3220
Intel Core i7-4770K
Intel Core i7-4790K
Intel Core i3-4330
Intel Xeon E3-1230 v3
Intel Core i5-4690K
Intel Xeon 5148 LV
Intel Core 2 Quad Q9300
Intel Xeon 3060
Intel Pentium M 780
Intel Xeon X7350
Intel Xeon E5-2418L v2
Intel Core i5-4690
Intel Core i3-4130
Intel Core i5-4590
Intel Core i3-4360
Intel Core i5-4670
Intel Pentium G2140
Intel Core i3-4340
Intel Xeon E5-2448L v2
Intel Pentium G3220T
Intel Xeon E5-2428L v2
Intel Core i5-4430
Intel Core i5-3330S
Intel Core i5-4440
Intel Core i5-3450S
Intel Pentium G3440
Intel Core i5-3340
Intel Core i5-4570
Intel Pentium G3430
Intel Atom C2750
Intel Core i5-3330
Intel Core i5-4460
Intel Pentium G2120T
Intel Core i3-3245
Intel Core i5-4440S
Intel Pentium G2030
Intel Pentium G2030T
Intel Celeron G1830
Intel Core i5-4670K
Intel Pentium G3420T
Intel Core i3-4130T
Intel Core i5-4570S
Intel Core i7-4770
Intel Core i5-4670S
Intel Celeron G1820T
Intel Pentium G3258
Intel Core i7-5960X
Intel Pentium G2010
Intel Xeon 7120M
Intel Xeon 7110M
Intel Xeon E3-1265L v3
Intel Core i3-3220T
Intel Core i3-3240
Intel Pentium G860T
Intel Pentium G870
Intel Pentium G540T
Intel Pentium G2100T
Intel Pentium G640T
Intel Pentium G2120
Intel Core i3-3240T
Intel Core i5-3470
Intel Xeon E3-1290 v2
Intel Xeon E3-1225 v3
Intel Pentium G3250
Intel Celeron G3900
Intel Core i3-6098P
Intel Core i3-6300
Intel Core i5-6402P
Intel Xeon L5310
Intel Core 2 Quad QX6800
Intel Core 2 Extreme QX6850
Dual-Core Intel Itanium 9140M
Intel Xeon L7345
Intel Xeon E7320
