,idproc,descproc,percentile,nbproc,perf
0,/s/Intel+Xeon+Gold+5218,Intel Xeon Gold 5218,89th,7,19.8
1,/s/Intel+Core+i9-10980XE,Intel Core i9-10980XE,86th,5,20.9 +/- 0.2
2,/s/Intel+Xeon+Silver+4216,Intel Xeon Silver 4216,80th,7,22.2 +/- 0.8
3,/s/2+x+Intel+Xeon+Platinum+8280,2 x Intel Xeon Platinum 8280,77th,3,22.7
4,/s/Intel+Xeon+Silver+4214R,Intel Xeon Silver 4214R,77th,3,22.7
6,/s/Intel+Core+i7-8700B,Intel Core i7-8700B,74th,5,23.1 +/- 0.2
7,/s/2+x+Intel+Xeon+Platinum+8272CL,2 x Intel Xeon Platinum 8272CL,70th,4,23.7
8,/s/2+x+Intel+Xeon+Platinum+8259L,2 x Intel Xeon Platinum 8259L,64th,5,24.2
9,/s/Intel+Core+i9-10900K,Intel Core i9-10900K,63rd,12,24.2 +/- 0.5
10,/s/Intel+Core+i7-6700HQ,Intel Core i7-6700HQ,57th,4,24.9 +/- 0.3
11,/s/Intel+Xeon+Gold+6226R,Intel Xeon Gold 6226R,55th,6,25.0 +/- 0.1
12,/s/Intel+Core+i7-6820HQ,Intel Core i7-6820HQ,55th,4,25.0
14,/s/Intel+Xeon+E3-1260L+v5,Intel Xeon E3-1260L v5,50th,3,25.6
15,/s/Intel+Core+i9-9900KS,Intel Core i9-9900KS,46th,7,26.9 +/- 0.2
16,/s/Intel+Xeon+Silver+4215R,Intel Xeon Silver 4215R,46th,3,27.0
17,/s/Intel+Xeon+Gold+5217,Intel Xeon Gold 5217,40th,4,27.5
18,/s/Intel+Core+i5-10600K,Intel Core i5-10600K,38th,4,29.0
19,/s/Intel+Core+i5-7600K,Intel Core i5-7600K,31st,4,30.9
20,/s/Intel+Xeon+E3-1270+v5,Intel Xeon E3-1270 v5,30th,3,30.9
21,/s/Intel+Core+i5-2520M,Intel Core i5-2520M,27th,3,31.1 +/- 0.2
22,/s/Intel+Core+i7-5775C,Intel Core i7-5775C,27th,3,31.2 +/- 1.2
24,/s/Intel+Core+i7-4790K,Intel Core i7-4790K,17th,4,33.4 +/- 0.1
25,/s/Intel+Core+i5-3470,Intel Core i5-3470,14th,3,33.6
26,/s/Intel+Core+i3-8100,Intel Core i3-8100,14th,3,33.9
27,/s/Intel+Core+i7-4960X,Intel Core i7-4960X,11th,3,34.2
