,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+GTX+1080+Ti,NVIDIA GeForce GTX 1080 Ti,95th,8,218485970 +/- 28109653
1,/s/XFX+AMD+Radeon+RX+470,XFX AMD Radeon RX 470,79th,84,191291155
2,/s/Zotac+NVIDIA+GeForce+GTX+1070+Ti,Zotac NVIDIA GeForce GTX 1070 Ti,79th,6,189265825 +/- 24680333
3,/s/NVIDIA+Quadro+T2000,NVIDIA Quadro T2000,79th,3,182686116 +/- 917420
5,/s/NVIDIA+GeForce+GTX+980+Ti,NVIDIA GeForce GTX 980 Ti,71st,11,138341462 +/- 19950827
6,/s/NVIDIA+GeForce+GTX+1070+with+Max-Q+Design,NVIDIA GeForce GTX 1070 with Max-Q Design,68th,3,132086355 +/- 344029
7,/s/NVIDIA+GeForce+GTX+1060+6GB,NVIDIA GeForce GTX 1060 6GB,65th,10,118371216 +/- 3566093
8,/s/Intel+Iris+Plus+G7,Intel Iris Plus G7,59th,7,85798442 +/- 1880863
9,/s/eVGA+NVIDIA+GeForce+GTX+960,eVGA NVIDIA GeForce GTX 960,57th,7,82127808 +/- 3274299
10,/s/eVGA+NVIDIA+GeForce+GTX+1050+Ti,eVGA NVIDIA GeForce GTX 1050 Ti,55th,8,79592871 +/- 1966074
11,/s/NVIDIA+GeForce+GTX+780+Ti,NVIDIA GeForce GTX 780 Ti,54th,10,76281612 +/- 8768004
12,/s/eVGA+NVIDIA+GeForce+GTX+950,eVGA NVIDIA GeForce GTX 950,51st,6,66261614 +/- 2381202
13,/s/Zotac+NVIDIA+GeForce+GTX+1050,Zotac NVIDIA GeForce GTX 1050,51st,8,66151152 +/- 1434847
15,/s/Intel+UHD+620,Intel UHD 620,45th,3,47930813
16,/s/ASUS+NVIDIA+GeForce+GTX+580,ASUS NVIDIA GeForce GTX 580,44th,4,45675417 +/- 2588740
17,/s/NVIDIA+GeForce+GTX+770,NVIDIA GeForce GTX 770,43rd,4,44851324 +/- 6585745
18,/s/AMD+Radeon+RX+460,AMD Radeon RX 460,43rd,3,44373187 +/- 5607553
19,/s/NVIDIA+GeForce+GTX+750+Ti,NVIDIA GeForce GTX 750 Ti,43rd,5,41066626 +/- 3441197
20,/s/ASUS+NVIDIA+GeForce+GTX+860M,ASUS NVIDIA GeForce GTX 860M,42nd,3,40073409 +/- 100841
21,/s/NVIDIA+GeForce+GTX+760,NVIDIA GeForce GTX 760,40th,7,37504065 +/- 5365211
22,/s/Intel+Kabylake+GT2,Intel Kabylake GT2,38th,5,35024981 +/- 2396457
23,/s/eVGA+NVIDIA+GeForce+GTX+750,eVGA NVIDIA GeForce GTX 750,38th,5,34842830 +/- 2507352
24,/s/Intel+HD+530,Intel HD 530,37th,3,32666044 +/- 3326060
25,/s/NVIDIA+GF100GL,NVIDIA GF100GL,35th,84,28009736
27,/s/NVIDIA+Quadro+K2000D,NVIDIA Quadro K2000D,5th,84,12289738
