,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+GTX+1080+Ti,NVIDIA GeForce GTX 1080 Ti,95th,89,31566374 +/- 13817
1,/s/NVIDIA+GeForce+GTX+1070,NVIDIA GeForce GTX 1070,95th,89,25314586 +/- 3530
2,/s/Sapphire+AMD+Radeon+R9+FURY,Sapphire AMD Radeon R9 FURY,83rd,86,24808965 +/- 474
3,/s/XFX+AMD+Radeon+R9+290,XFX AMD Radeon R9 290,83rd,85,23068671
4,/s/MSI+AMD+Radeon+RX+470,MSI AMD Radeon RX 470,77th,84,22120584
6,/s/AMD+Radeon+RX+470,AMD Radeon RX 470,72nd,84,21928345
7,/s/NVIDIA+GeForce+GTX+1080,NVIDIA GeForce GTX 1080,60th,89,20709024 +/- 4283
8,/s/MSI+AMD+Radeon+RX+580,MSI AMD Radeon RX 580,60th,3,20325169 +/- 2983539
9,/s/NVIDIA+GeForce+GTX+980,NVIDIA GeForce GTX 980,60th,86,19786046
10,/s/NVIDIA+GeForce+GTX+1060+6GB,NVIDIA GeForce GTX 1060 6GB,54th,89,18706969 +/- 7180
12,/s/NVIDIA+GeForce+GTX+980+Ti,NVIDIA GeForce GTX 980 Ti,49th,87,18083566
13,/s/eVGA+NVIDIA+GeForce+GTX+970,eVGA NVIDIA GeForce GTX 970,43rd,87,17955441 +/- 316
14,/s/eVGA+NVIDIA+GeForce+GTX+1050+Ti,eVGA NVIDIA GeForce GTX 1050 Ti,31st,86,11642586 +/- 4423
16,/s/Zotac+NVIDIA+GeForce+GTX+1050,Zotac NVIDIA GeForce GTX 1050,25th,5,11355495 +/- 203529
17,/s/eVGA+NVIDIA+GeForce+GTX+960,eVGA NVIDIA GeForce GTX 960,19th,86,10328473
18,/s/AMD+Radeon+RX+560,AMD Radeon RX 560,13th,3,10170216 +/- 1456594
19,/s/AMD+POLARIS11,AMD POLARIS11,13th,4,7853397 +/- 766224
