,idproc,descproc,percentile,nbproc,perf
0,/s/NVIDIA+GeForce+RTX+3090,NVIDIA GeForce RTX 3090,87th,358,29.5 +/- 1.0
2,/s/NVIDIA+GeForce+RTX+3080+Ti,NVIDIA GeForce RTX 3080 Ti,71st,79,28.0
3,/s/NVIDIA+GeForce+RTX+3080,NVIDIA GeForce RTX 3080,59th,71,26.9 +/- 0.4
4,/s/NVIDIA+GeForce+RTX+3070+Ti,NVIDIA GeForce RTX 3070 Ti,53rd,3,23.3 +/- 0.9
5,/s/NVIDIA+GeForce+RTX+3070,NVIDIA GeForce RTX 3070,53rd,8,22.9 +/- 1.1
6,/s/NVIDIA+GeForce+RTX+3060+Ti,NVIDIA GeForce RTX 3060 Ti,52nd,7,20.7 +/- 0.9
8,/s/NVIDIA+GeForce+RTX+2080+Ti,NVIDIA GeForce RTX 2080 Ti,50th,6,15.4 +/- 0.1
9,/s/eVGA+NVIDIA+GeForce+RTX+3060,eVGA NVIDIA GeForce RTX 3060,50th,7,15.1 +/- 0.9
10,/s/NVIDIA+GeForce+RTX+2060+SUPER,NVIDIA GeForce RTX 2060 SUPER,50th,6,14.2
11,/s/ASUS+NVIDIA+GeForce+RTX+2070,ASUS NVIDIA GeForce RTX 2070,49th,6,13.5 +/- 0.2
12,/s/NVIDIA+GeForce+RTX+2070+SUPER,NVIDIA GeForce RTX 2070 SUPER,48th,6,13.3 +/- 0.1
13,/s/Zotac+NVIDIA+GeForce+RTX+2080,Zotac NVIDIA GeForce RTX 2080,48th,6,12.2
14,/s/NVIDIA+GeForce+RTX+2080+SUPER,NVIDIA GeForce RTX 2080 SUPER,39th,6,12.0 +/- 0.2
15,/s/NVIDIA+Quadro+RTX+4000,NVIDIA Quadro RTX 4000,31st,252,11.9
17,/s/NVIDIA+GeForce+RTX+2060,NVIDIA GeForce RTX 2060,17th,88,7.8
18,/s/eVGA+NVIDIA+GeForce+GTX+1660+SUPER,eVGA NVIDIA GeForce GTX 1660 SUPER,9th,4,7.0
19,/s/eVGA+NVIDIA+GeForce+GTX+1660+Ti,eVGA NVIDIA GeForce GTX 1660 Ti,3rd,4,6.1
20,/s/NVIDIA+GeForce+GTX+1080,NVIDIA GeForce GTX 1080,3rd,4,4.9
21,/s/ASUS+NVIDIA+GeForce+GTX+1650,ASUS NVIDIA GeForce GTX 1650,3rd,4,4.8
22,/s/ASUS+NVIDIA+GeForce+GTX+1650+SUPER,ASUS NVIDIA GeForce GTX 1650 SUPER,2nd,4,3.4
