,idproc,descproc,percentile,nbproc,perf
0,/s/ASUS+Intel+Iris+Pro+6200,ASUS Intel Iris Pro 6200,100th,84,0.5
2,/s/NVIDIA+GeForce+RTX+3090,NVIDIA GeForce RTX 3090,65th,11,6.3
3,/s/NVIDIA+GeForce+RTX+3080,NVIDIA GeForce RTX 3080,65th,71,7.3
4,/s/NVIDIA+GeForce+RTX+2080+Ti,NVIDIA GeForce RTX 2080 Ti,62nd,7,9.3
5,/s/NVIDIA+GeForce+RTX+3070,NVIDIA GeForce RTX 3070,62nd,6,10.5
6,/s/NVIDIA+GeForce+RTX+2080+SUPER,NVIDIA GeForce RTX 2080 SUPER,62nd,7,10.6
7,/s/NVIDIA+GeForce+GTX+1080,NVIDIA GeForce GTX 1080,61st,3,11.1
8,/s/Zotac+NVIDIA+GeForce+RTX+2080,Zotac NVIDIA GeForce RTX 2080,61st,6,12.0 +/- 0.2
9,/s/NVIDIA+GeForce+RTX+2070+SUPER,NVIDIA GeForce RTX 2070 SUPER,61st,7,12.8
10,/s/NVIDIA+GeForce+RTX+3060+Ti,NVIDIA GeForce RTX 3060 Ti,61st,7,13.0 +/- 0.1
11,/s/ASUS+NVIDIA+GeForce+RTX+2070,ASUS NVIDIA GeForce RTX 2070,60th,6,16.0 +/- 0.1
12,/s/NVIDIA+GeForce+RTX+2060+SUPER,NVIDIA GeForce RTX 2060 SUPER,60th,7,16.5
13,/s/eVGA+NVIDIA+GeForce+RTX+3060,eVGA NVIDIA GeForce RTX 3060,60th,3,16.7
14,/s/NVIDIA+GeForce+RTX+2060,NVIDIA GeForce RTX 2060,60th,6,19.8
16,/s/NVIDIA+Quadro+RTX+4000,NVIDIA Quadro RTX 4000,48th,588,23.3 +/- 0.3
17,/s/NVIDIA+Quadro+RTX+5000+with+Max-Q+Design,NVIDIA Quadro RTX 5000 with Max-Q Design,39th,9,27.8 +/- 0.2
19,/s/MSI+Intel+HD+630,MSI Intel HD 630,18th,252,41.6
20,/s/Intel+HD+P630,Intel HD P630,10th,252,42.1
21,/s/Intel+HD+5500,Intel HD 5500,4th,7,47.3
22,/s/MSI+NVIDIA+GeForce+GTX+1080+Ti,MSI NVIDIA GeForce GTX 1080 Ti,1st,84,77.0
